ResSitesID,Location,Station.Number,Date,Survey.Month,DayNight,BoaterID,NetterID,Tide.Stage,Time.Start,Time.Stop,Temp,Secchi,Conductivity,Turbidity,Channel.Type,Transport,Sample.Area,Start.Flow,Stop.Flow,Channel.Flow,Depth,Number.Snag,Light,Wind.Speed,Veg.Type,Bank.Type,RIPAR.BUSH,RIPAR.TREE,RIPAR.CANE,Volts,Amps,X..of.Range,Pulse.Width,Electrical.Config,Shock.Time,Shock.Distance,Difficulty,Total.Fish.Caught,Total.Species,Comments
123,4256,425611,1995-02-16,2,day,5,8,flood,1999-12-30,1999-12-30,11.6666669845581,79,342,8,2,yes,1,NA,NA,NA,4,1,NA,NA,1,1,0,0,0,NA,6,60,12,1,585,210,2,150,4,
124,5446,544652,1995-02-21,2,day,5,8,ebb,1999-12-30,1999-12-30,13.8888893127441,64,747,9.9,2,yes,1,NA,NA,NA,10,35,NA,NA,5,2,2,2,0,NA,6,60,NA,1,1335,1000,2,104,5,
125,5397,539711,1995-02-21,2,day,5,8,flood,1999-12-30,1999-12-30,NA,45,527,17,2,yes,1,NA,NA,NA,3,3,NA,NA,1,1,0,0,0,NA,6,60,NA,1,2322,1000,5,43,8,
126,5086,508611,1995-02-22,2,day,4,8,flood,1999-12-30,1999-12-30,11.1111106872559,57,435,11,3,no,1,NA,NA,NA,4,2,NA,NA,1,1,0,0,0,NA,6,60,NA,1,1179,1051,1,54,6,
127,5226,522651,1995-02-22,2,day,8,4,,1999-12-30,1999-12-30,13.3333330154419,87,393,9.5,3,no,1,NA,NA,NA,6,0,NA,NA,5,1,0,0,4,NA,6,60,NA,1,1783,1282,1,104,4,
128,1222,122251,1995-02-23,2,day,5,3,,1999-12-30,1999-12-30,13.8888893127441,44,315,3,4,no,1,NA,NA,NA,6,0,NA,NA,5,1,0,4,0,NA,5,60,NA,1,1567,720,1,74,6,
129,1222,122211,1995-02-23,2,day,8,3,,1999-12-30,1999-12-30,13.8888893127441,44,315,3,4,no,1,NA,NA,NA,3,0,NA,NA,1,1,0,0,0,NA,5,60,NA,1,324,200,1,25,5,
130,1186,118611,1995-02-24,2,day,5,8,flood,1999-12-30,1999-12-30,12.222222328186,65,222,3.1,3,no,1,NA,NA,NA,4,1,NA,NA,1,1,0,0,0,NA,4,60,NA,1,559,914,2,200,6,
131,4110,411011,1995-02-24,2,day,8,5,flood,1999-12-30,1999-12-30,12.222222328186,72,270,10.5,3,no,1,NA,NA,NA,4,2,NA,NA,1,1,0,0,0,NA,4,60,NA,1,317,500,3,66,5,
132,4110,411041,1995-02-24,2,day,8,5,flood,1999-12-30,1999-12-30,12.222222328186,72,270,10.5,3,no,1,NA,NA,NA,7,0,NA,NA,4,1,0,0,0,NA,4,60,NA,1,336,400,3,11,4,
133,3029,302941,1995-02-27,2,day,8,12,,1999-12-30,1999-12-30,13.3333330154419,58,183,14,1,no,1,NA,NA,NA,1,NA,NA,NA,4,1,0,0,0,NA,5,60,NA,1,1239,1295,1,37,6,
134,3070,307011,1995-02-27,2,day,5,8,,1999-12-30,1999-12-30,12.222222328186,75,202,15,1,no,1,NA,NA,NA,6,2,NA,NA,1,1,0,0,0,NA,5,60,NA,1,1160,1000,2,10,6,
135,3115,311511,1995-02-27,2,day,8,12,,1999-12-30,1999-12-30,12.777777671814,106,384,6.9,3,no,1,NA,NA,NA,5,6,NA,NA,1,1,0,0,0,NA,5,60,NA,1,1533,1000,1,87,4,
136,2237,223711,1995-03-01,2,day,5,8,,1999-12-30,1999-12-30,12.222222328186,50,175,21,1,no,1,NA,NA,NA,2,3,NA,NA,1,1,0,0,0,NA,5,60,NA,1,834,900,3,86,12,
137,2237,223713,1995-03-01,2,day,5,8,,1999-12-30,1999-12-30,12.222222328186,50,175,21,1,no,1,NA,NA,NA,2,1,NA,NA,1,3,0,0,0,NA,5,60,NA,1,399,100,1,31,3,
138,2037,203711,1995-03-06,2,day,5,8,,1999-12-30,1999-12-30,13.3333330154419,28,109,51,1,no,1,NA,NA,NA,3,4,NA,NA,1,1,0,0,0,NA,2,60,NA,3,649,1000,5,41,6,
139,4092,409244,1995-03-13,2,day,8,5,,1999-12-30,1999-12-30,13.3333330154419,51,357,26,5,no,2,NA,NA,NA,8,0,NA,NA,4,4,0,0,0,NA,5,60,NA,3,1372,1000,2,8,5,
140,3029,302941,1995-04-07,4,day,8,4,high,1999-12-30,1999-12-30,14.4444446563721,48,193,13.5,1,no,1,0,NA,NA,3,10,NA,NA,4,1,0,0,0,NA,4,60,NA,1,1460,1021,1,13,6,
141,3115,311511,1995-04-07,4,day,4,8,ebb,1999-12-30,1999-12-30,17.7777786254883,82,247,11,3,no,1,0,NA,NA,5,3,NA,NA,1,1,0,0,0,NA,5,60,NA,1,1017,800,2,64,6,
142,3115,311551,1995-04-07,4,day,4,8,ebb,1999-12-30,1999-12-30,17.7777786254883,82,247,11,3,no,1,0,NA,NA,6,4,NA,NA,5,1,0,2,2,NA,5,60,NA,1,407,200,3,30,3,
143,4110,411011,1995-04-25,4,day,12,8,flood,1999-12-30,1999-12-30,17.2222213745117,58,193,10,3,no,1,0.2,NA,NA,5,3,NA,15,1,1,0,0,0,NA,5,30,NA,1,400,500,4,20,5,
144,4110,411041,1995-04-25,4,day,12,8,high,1999-12-30,1999-12-30,17.2222213745117,58,193,10,3,no,1,0.2,NA,NA,6,0,NA,15,4,1,0,0,0,NA,5,30,NA,1,285,500,4,14,3,
145,1222,122211,1995-04-26,4,day,4,8,low,1999-12-30,1999-12-30,18.3333339691162,44,228,18,4,no,1,0,NA,NA,3,0,NA,5,1,1,0,0,0,NA,5,30,NA,1,513,200,1,127,12,
146,1222,122251,1995-04-26,4,day,4,8,ebb,1999-12-30,1999-12-30,18.3333339691162,44,228,18,4,no,1,0,NA,NA,3,1,NA,5,5,1,0,4,0,NA,5,30,NA,1,720,720,1,115,10,
147,1186,118611,1995-04-26,4,day,8,4,flood,1999-12-30,1999-12-30,18.3333339691162,97,150,17.8,3,no,1,0.3,NA,NA,5,7,NA,15,1,1,0,0,0,NA,5,30,NA,NA,1330,914,4,79,6,
148,2037,203711,1995-04-27,4,day,4,8,ebb,1999-12-30,1999-12-30,14.4444446563721,48,129,15,1,no,1,1.1,NA,NA,4,0,NA,10,1,1,0,0,0,NA,4,30,NA,1,786,500,2,39,5,
149,2037,203751,1995-04-27,4,day,4,8,ebb,1999-12-30,1999-12-30,14.4444446563721,48,129,15,1,no,1,1.1,NA,NA,4,0,NA,10,5,1,3,1,0,NA,3,30,NA,1,872,500,2,77,7,
150,2237,223711,1995-04-27,4,day,4,8,flood,1999-12-30,1999-12-30,15.5555553436279,35,130,15,1,no,1,1.47,NA,NA,3,0,NA,7,1,1,0,0,0,NA,3,30,NA,1,1032,900,3,81,9,
151,2237,223713,1995-04-27,4,day,4,8,flood,1999-12-30,1999-12-30,15.5555553436279,35,130,15,1,no,1,1.47,NA,NA,3,1,NA,7,1,3,0,0,0,NA,3,30,NA,1,278,100,3,16,5,
152,1091,109131,1995-04-28,4,day,5,8,ebb,1999-12-30,1999-12-30,13.8888893127441,87,64,5.2,2,no,1,0.2,NA,NA,3,12,NA,3,3,1,0,0,0,NA,2,30,NA,1,1322,1158,2,155,13,
153,1091,109141,1995-04-28,4,day,5,2,ebb,1999-12-30,1999-12-30,13.8888893127441,87,64,5.2,2,no,1,0.2,NA,NA,3,2,NA,3,4,1,0,0,0,NA,2,30,NA,1,465,100,2,36,7,
154,1099,109931,1995-04-28,4,day,2,8,low,1999-12-30,1999-12-30,17.7777786254883,60,628,10,4,no,1,0,NA,NA,5,0,NA,3,3,1,0,0,0,NA,6,60,NA,1,1797,959,1,330,14,
155,4262,426244,1995-05-02,4,day,5,8,high,1999-12-30,1999-12-30,17.7777786254883,68,198,11,3,no,2,0.04,NA,NA,5,0,NA,1,4,4,0,0,0,NA,5,60,8,1,1265,1000,1,79,8,
156,4256,425641,1995-05-02,4,day,5,8,ebb,1999-12-30,1999-12-30,18.3333339691162,95,204,11,2,yes,1,0.01,NA,NA,5,0,NA,5,4,1,0,0,0,NA,6,60,15,1,1008,752,2,89,6,
157,4256,425611,1995-05-02,4,day,6,8,ebb,1999-12-30,1999-12-30,18.3333339691162,95,204,11,2,yes,1,0.01,NA,NA,3,1,NA,5,1,1,0,0,0,NA,5,60,10,1,546,350,2,61,7,
158,2355,235511,1995-05-03,4,day,6,8,ebb,1999-12-30,1999-12-30,14.4444446563721,40,70,17,2,no,1,0,NA,NA,3,4,NA,5,1,1,0,0,0,NA,3,60,17,1,1425,872,2,98,10,
159,1029,102952,1995-05-03,4,day,6,8,ebb,1999-12-30,1999-12-30,14.4444446563721,26,74,32,3,no,2,0.4,NA,NA,6,50,NA,3,5,2,0,4,0,NA,3,60,17,1,927,924,5,23,11,
160,1029,102932,1995-05-03,4,day,6,8,ebb,1999-12-30,1999-12-30,14.4444446563721,26,74,32,3,no,2,0,NA,NA,10,1,NA,3,3,2,0,0,0,NA,3,60,17,1,201,100,1,3,3,
161,4222,422211,1995-05-04,4,day,5,8,ebb,1999-12-30,1999-12-30,12.777777671814,54,192,8.3,6,no,1,0.01,NA,NA,3,6,NA,3,1,1,0,0,0,336,5,60,5,1,1426,966,1,117,12,
162,5086,508611,1995-05-05,4,day,5,8,high,1999-12-30,1999-12-30,17.2222213745117,62,229,12,3,yes,1,0,NA,NA,2,3,NA,8,1,1,0,0,0,336,5,60,4,1,1521,1051,2,59,10,
163,5226,522631,1995-05-05,4,day,5,8,ebb,1999-12-30,1999-12-30,17.7777786254883,55,179,14,3,yes,1,0.02,NA,NA,3,10,NA,15,3,1,0,0,4,336,5,60,5,1,1548,1282,4,134,6,
164,3070,307011,1995-05-08,4,day,6,5,flood,1999-12-30,1999-12-30,15,78,118,11,1,no,1,0.18,NA,NA,3,2,NA,8,1,1,0,0,0,1008,4,60,6,1,759,1000,4,9,3,
165,4092,409244,1995-05-08,4,day,6,5,ebb,1999-12-30,1999-12-30,18.3333339691162,100,168,9.5,5,no,2,0,NA,NA,5,2,NA,3,4,4,0,0,0,672,4,60,5,1,1186,1000,3,43,7,
166,5397,539711,1995-05-09,4,day,5,6,ebb,1999-12-30,1999-12-30,16.6666660308838,45,141,21,2,yes,1,0.56,NA,NA,4,5,NA,3,1,1,0,0,0,840,4,60,5,1,929,1000,4,38,9,
167,5446,544652,1995-05-09,4,day,5,5,flood,1999-12-30,1999-12-30,16.6666660308838,40,173,26,2,yes,1,0.62,NA,NA,4,40,NA,3,5,2,2,2,0,1008,4,60,5,1,709,802,3,52,8,
168,4262,426244,1995-06-09,6,day,5,12,,1999-12-30,1999-12-30,18.8888893127441,68,147,9.5,3,no,2,0,NA,NA,5,0,NA,0,4,4,0,0,0,336,6,60,5,1,1042,758,3,92,8,
169,4256,425641,1995-06-09,6,day,5,12,,1999-12-30,1999-12-30,20,67,159,12,2,yes,1,0.01,NA,NA,4,0,NA,5,4,1,0,0,0,336,5,60,5,1,1014,700,2,94,8,
170,4256,425631,1995-06-09,6,day,5,12,,1999-12-30,1999-12-30,20,67,157,12,2,yes,1,0.01,NA,NA,4,0,NA,12,3,1,0,0,0,336,5,60,5,1,448,300,2,44,6,
171,5086,508611,1995-06-12,6,day,5,8,ebb,1999-12-30,1999-12-30,18.8888893127441,51,215,28,3,no,1,0,NA,NA,3,3,NA,0,1,1,0,0,0,336,5,60,4,1,1825,1000,1,143,12,
172,5397,539711,1995-06-13,6,day,5,8,,1999-12-30,1999-12-30,NA,34,171,22,2,yes,1,1.35,NA,NA,4,1,NA,10,1,1,0,0,0,336,5,60,5,1,1512,1000,4,155,9,
173,5446,544652,1995-06-14,6,day,5,8,,1999-12-30,1999-12-30,18.3333339691162,NA,198,29,2,yes,1,0.03,NA,NA,5,11,NA,10,5,2,0,0,0,336,5,60,4,1,2072,1096,3,163,12,
174,5226,522631,1995-06-14,6,day,5,8,,1999-12-30,1999-12-30,20,NA,182,20,3,no,1,0.01,NA,NA,4,12,NA,3,3,1,0,0,4,336,5,60,5,1,1824,1000,2,204,10,
175,1222,122251,1995-06-15,6,day,5,12,,1999-12-30,1999-12-30,20.5555553436279,57,182,16,4,no,1,0,NA,NA,6,0,NA,10,5,1,0,4,0,336,4,60,4,1,1095,750,4,62,11,
176,1222,122211,1995-06-15,6,day,5,12,,1999-12-30,1999-12-30,20.5555553436279,57,182,16,4,no,1,0,NA,NA,5,0,NA,20,1,1,0,0,0,336,5,60,5,1,627,250,5,45,7,
177,3070,307011,1995-06-19,6,day,5,8,flood,1999-12-30,1999-12-30,17.7777786254883,80,115,11,1,no,1,0.63,NA,NA,3,3,NA,15,1,1,0,0,0,504,6,60,5,1,1420,1070,3,86,8,
178,3115,311531,1995-06-19,6,day,5,8,,1999-12-30,1999-12-30,19.4444446563721,130,157,6.7,3,no,1,0.01,NA,NA,5,3,NA,7,3,1,0,0,0,336,5,60,5,1,591,300,2,66,10,
179,3115,311551,1995-06-19,6,day,5,8,,1999-12-30,1999-12-30,19.4444446563721,130,157,6.7,3,no,1,0.01,NA,NA,4,5,NA,4,5,1,1,3,0,336,5,60,5,1,926,700,2,77,10,
180,2237,223711,1995-06-20,6,day,NA,NA,,1999-12-30,1999-12-30,16.1111106872559,60,102,15,1,no,1,2.7,NA,NA,3,8,NA,25,1,1,0,0,0,672,5,60,5,1,651,900,5,32,7,
181,2237,223713,1995-06-20,6,day,5,8,,1999-12-30,1999-12-30,16.1111106872559,60,102,15,1,no,1,2.7,NA,NA,2,1,NA,25,1,3,0,0,0,672,5,60,5,1,222,100,2,13,5,
182,4222,422231,1995-06-21,6,day,5,8,flood,1999-12-30,1999-12-30,18.3333339691162,45,231,19,6,no,1,0.01,NA,NA,3,6,NA,5,3,1,0,0,0,336,5,60,4,1,1617,1000,3,221,13,
183,3029,302911,1995-06-22,6,day,5,12,,1999-12-30,1999-12-30,17.2222213745117,66,112,14,1,yes,1,0.71,NA,NA,3,5,NA,4,1,1,0,0,0,504,5,60,5,1,1652,1295,2,130,11,
184,2037,203711,1995-06-22,6,day,5,12,,1999-12-30,1999-12-30,17.2222213745117,68,98,15,1,no,1,2.34,NA,NA,4,2,NA,2,1,1,0,0,0,504,5,60,5,1,478,400,3,17,8,
185,2037,203751,1995-06-22,6,day,5,12,,1999-12-30,1999-12-30,17.2222213745117,68,98,15,1,no,1,2.34,NA,NA,6,3,NA,2,5,1,2,2,0,504,5,60,5,1,709,600,4,21,8,
186,2355,235531,1995-06-23,6,day,5,8,,1999-12-30,1999-12-30,17.7777786254883,68,60,10.5,2,no,1,0.64,NA,NA,3,7,NA,2,3,1,0,0,0,672,5,60,5,1,1677,1187,3,139,17,
187,1029,102952,1995-06-23,6,day,5,8,,1999-12-30,1999-12-30,25,63,92,10.8,4,no,2,0,NA,NA,5,20,NA,0,5,2,2,2,0,504,5,60,5,1,1164,600,2,79,12,
188,1029,102932,1995-06-23,6,day,5,8,,1999-12-30,1999-12-30,25,63,92,10.8,4,no,2,0,NA,NA,4,5,NA,0,3,2,0,0,0,504,5,60,5,1,840,400,3,90,11,
189,1186,118611,1995-06-26,6,day,5,8,ebb,1999-12-30,1999-12-30,22.7777786254883,150,88,8.7,3,no,1,0.26,NA,NA,5,14,NA,4,1,1,0,0,0,1008,4,60,5,1,2166,1026,2,111,9,
190,4110,411031,1995-06-27,6,day,5,8,,1999-12-30,1999-12-30,22.2222213745117,79,160,9.9,3,no,1,0.37,NA,NA,4,3,NA,10,3,1,0,0,0,840,5,60,5,1,752,220,3,27,6,
191,4110,411041,1995-06-29,6,day,5,8,flood,1999-12-30,1999-12-30,23.3333339691162,73,172,11,3,no,1,0.23,NA,NA,7,2,NA,20,4,1,0,0,0,336,5,60,5,1,669,500,4,92,9,
192,4092,409244,1995-06-29,6,day,5,8,,1999-12-30,1999-12-30,21.1111106872559,125,150,3.6,5,no,2,0.17,NA,NA,6,0,NA,15,4,4,0,0,0,336,5,60,5,1,1348,1000,4,86,11,
193,1091,109111,1995-07-05,6,day,5,8,low,1999-12-30,1999-12-30,17.7777786254883,72,44,11,2,no,1,0.78,NA,NA,5,5,NA,10,1,1,0,0,0,1008,5,60,5,1,509,500,2,24,9,
194,1091,109131,1995-07-05,6,day,5,8,flood,1999-12-30,1999-12-30,17.7777786254883,72,44,11,2,no,1,0.78,NA,NA,3,10,NA,10,3,1,0,0,0,1008,5,60,5,1,696,500,3,92,11,
195,1099,109931,1995-07-06,6,day,5,6,flood,1999-12-30,1999-12-30,22.2222213745117,60,128,14,4,no,1,0,NA,NA,5,6,NA,8,3,1,0,0,0,504,6,60,5,1,1729,1000,3,238,11,
196,2237,223711,1995-08-02,8,day,5,8,,1999-12-30,1999-12-30,21.6666660308838,95,111,6.7,1,no,1,0,NA,NA,4,5,NA,5,1,1,0,0,0,504,5,60,5,1,1196,900,1,48,12,
197,2237,223713,1995-08-02,8,day,5,8,,1999-12-30,1999-12-30,21.6666660308838,95,111,6.7,1,no,1,0,NA,NA,2,2,NA,5,1,3,0,0,0,504,5,60,5,1,266,100,1,20,6,
198,2037,203711,1995-08-02,8,day,5,8,,1999-12-30,1999-12-30,22.2222213745117,96,119,10,1,no,1,0,NA,NA,3,5,NA,5,1,1,0,0,0,504,6,60,5,1,702,650,2,24,9,
199,2037,203751,1995-08-02,8,day,5,8,,1999-12-30,1999-12-30,22.2222213745117,96,119,10,1,no,1,0,NA,NA,5,5,NA,5,5,1,3,1,0,504,6,60,5,1,677,350,2,26,6,
200,3070,307011,1995-08-03,8,day,5,8,flood,1999-12-30,1999-12-30,23.3333339691162,84,109,10,1,no,1,0,NA,NA,3,1,NA,15,1,1,0,0,0,504,5,60,5,1,926,1000,2,35,7,
201,3115,311531,1995-08-03,8,day,5,8,,1999-12-30,1999-12-30,23.8888893127441,150,141,5.7,3,no,1,0,NA,NA,5,3,NA,15,3,1,0,0,0,336,5,60,5,1,587,250,2,40,6,
202,3115,311551,1995-08-03,8,day,5,8,,1999-12-30,1999-12-30,23.8888893127441,150,141,5.7,3,no,1,0,NA,NA,5,4,NA,15,5,1,2,2,0,336,5,60,5,1,812,750,2,31,7,
203,5397,539711,1995-08-04,8,day,5,8,,1999-12-30,1999-12-30,21.1111106872559,25,287,39,2,yes,1,0,NA,NA,3,2,NA,10,1,1,0,0,0,168,5,60,5,1,1516,1000,4,147,12,
204,1029,102952,1995-08-07,8,day,5,8,ebb,1999-12-30,1999-12-30,23.3333339691162,49,85,21,4,no,2,0,NA,NA,4,20,NA,5,5,2,2,2,0,672,5,60,5,1,1595,700,2,386,13,
205,1029,102932,1995-08-07,8,day,5,8,flood,1999-12-30,1999-12-30,23.3333339691162,49,85,21,4,no,2,0,NA,NA,5,20,NA,5,3,2,0,0,0,672,5,60,5,1,1075,300,2,178,12,
206,3029,302911,1995-08-09,8,day,5,8,ebb,1999-12-30,1999-12-30,22.7777786254883,52,122,16,1,no,1,0,NA,NA,2,0,NA,2,1,1,0,0,0,336,5,60,5,1,1176,1000,2,115,10,
207,4092,409244,1995-08-09,8,day,5,8,ebb,1999-12-30,1999-12-30,23.8888893127441,90,156,10,5,no,4,0,NA,NA,4,0,NA,2,4,4,0,0,0,336,5,60,4,1,1398,1000,2,107,10,
208,1222,122251,1995-08-10,8,day,5,8,,1999-12-30,1999-12-30,25,81,154,10.5,4,no,1,0,NA,NA,4,1,NA,0,5,1,0,4,0,336,5,60,4,1,719,500,4,68,10,
209,1222,122241,1995-08-10,8,day,5,8,,1999-12-30,1999-12-30,25,81,154,10.5,4,no,1,0,NA,NA,3,1,NA,2,4,1,0,0,0,336,5,60,5,1,746,500,3,72,11,
210,4262,426244,1995-08-14,8,day,5,4,,1999-12-30,1999-12-30,25,50,303,18,3,no,2,0,NA,NA,4,0,NA,0,4,4,0,0,0,168,5,60,4,1,1527,800,4,22,7,
211,4256,425631,1995-08-14,8,day,5,4,,1999-12-30,1999-12-30,24.4444446563721,110,66,11,2,yes,1,0,NA,NA,6,2,NA,2,3,1,0,0,0,336,5,60,4,1,3626,1000,3,150,9,
212,5086,508611,1995-08-16,8,day,5,4,,1999-12-30,1999-12-30,24.4444446563721,41,288,25,3,no,1,0,NA,NA,3,1,NA,0,1,1,0,0,0,168,5,60,5,1,2621,1000,4,135,8,
213,5226,522651,1995-08-16,8,day,5,4,,1999-12-30,1999-12-30,24.4444446563721,62,217,20,3,yes,1,0,NA,NA,4,5,NA,20,5,1,0,0,4,336,5,60,4,1,1542,1000,5,116,7,
214,5446,544652,1995-08-17,8,day,5,4,,1999-12-30,1999-12-30,22.2222213745117,48,635,20,2,yes,1,0,NA,NA,4,20,NA,8,5,2,2,2,0,168,6,60,4,1,1832,1000,3,82,10,
215,1186,118631,1995-08-18,8,day,5,4,,1999-12-30,1999-12-30,22.2222213745117,111,129,8.7,3,no,1,0,NA,NA,6,5,NA,3,3,1,0,0,0,336,5,60,5,1,1968,1000,2,178,9,
216,1099,109911,1995-08-22,8,day,5,4,,1999-12-30,1999-12-30,22.7777786254883,80,112,10.5,4,no,1,0,NA,NA,5,10,NA,2,1,1,0,0,0,504,5,60,4,1,2016,1000,1,307,15,
217,1091,109111,1995-08-22,8,day,5,4,,1999-12-30,1999-12-30,22.7777786254883,65,103,16,2,no,1,0,NA,NA,5,2,NA,8,1,1,0,0,0,840,5,60,5,1,592,400,1,21,8,
218,1091,109131,1995-08-22,8,day,5,4,,1999-12-30,1999-12-30,22.7777786254883,65,103,16,2,no,1,0,NA,NA,5,5,NA,8,3,1,0,0,0,672,5,60,5,1,854,600,3,98,12,
219,4222,422231,1995-08-23,8,day,5,4,,1999-12-30,1999-12-30,24.4444446563721,68,517,12,6,no,1,0,NA,NA,5,5,NA,3,3,1,0,0,0,168,5,60,4,1,2327,1000,2,134,10,
220,4110,411031,1995-08-23,8,day,5,4,,1999-12-30,1999-12-30,25.5555553436279,110,158,8,3,no,1,0,NA,NA,3,1,NA,10,3,1,0,0,0,336,6,60,5,1,716,600,3,97,7,
221,4110,411041,1995-08-23,8,day,5,4,,1999-12-30,1999-12-30,25.5555553436279,110,158,8,3,no,1,0,NA,NA,4,3,NA,20,4,1,0,0,0,336,6,60,5,1,1476,400,4,103,10,
222,2355,235511,1995-08-28,8,day,4,8,,1999-12-30,1999-12-30,20,63,129,15,2,no,1,0,NA,NA,2,5,NA,10,1,1,NA,NA,NA,504,6,60,5,1,1270,1000,3,151,13,
223,4110,411041,1995-06-27,6,Day,5,8,,1999-12-30,1999-12-30,22.2222213745117,79,160,9.9,3,no,1,0.37,NA,NA,4,0,NA,10,4,1,NA,NA,NA,840,5,60,5,1,79,15,3,19,4,
231,4222,422211,1999-01-25,2,Day,12,5,ebb,1999-12-30,1999-12-30,9.5,46,322,8.4,6,no,1,0.35,NA,NA,3,1,NA,15,1,1,0,1,0,336,6,60,4,1,1843,800,3,380,7,Fish responded and recovered well
232,3070,307011,1999-01-28,2,Day,5,12,flood,1999-12-30,1999-12-30,7.80000019073486,51,170,7,1,yes,1,1.66,NA,NA,3,0,NA,5,1,1,0,1,0,504,5,60,6,1,1864,1000,2,24,6,"Fish responded & recovered well.  One mortality (40mm KS, sample kept in whirlpack."
233,4222,422241,1999-01-25,2,Day,12,7,high,1999-12-30,1999-12-30,9.5,46,322,NA,6,no,1,0.1,NA,NA,3,0,NA,2,4,1,0,1,1,336,6,60,3,1,729,200,2,54,7,Fish responded & recovered well.
234,3115,311511,1999-01-27,2,Day,12,7,flood,1999-12-30,1999-12-30,8,84,205,5,3,no,1,0.4,NA,NA,4,4,NA,15,1,1,1,1,0,504,5,60,4,1,2045,850,4,199,5,Stopped 800 seconds into survey to bail water; Fish responded and recovered well.
236,3115,311551,1999-01-27,2,Day,12,5,flood,1999-12-30,1999-12-30,7.5,84,205,5,3,no,1,0.15,NA,NA,4,2,NA,15,5,1,0,2,2,504,5,60,4,1,430,150,4,45,3,Fish responded and recovered well
237,3029,302942,1999-01-26,2,Day,12,7,high,1999-12-30,1999-12-30,7.90000009536743,48,99,8.4,1,yes,1,0.03,NA,NA,4,4,NA,5,4,2,0,1,3,504,4,60,5,1,1924,1000,1,28,6,"Chinook salmon, dead: 101, 39 (kept in whirlpack).  Otherwise fish responded and recovered well.  101mm winter run mortality reported via to Gary Stern on 1/29/99 @0850"
240,4110,411011,1999-02-04,2,Day,5,12,low,1999-12-30,1999-12-30,8,69,261,10,3,no,1,0.01,NA,NA,4,0,NA,15,1,1,0,0,0,504,6,4,60,1,881,500,3,65,6,"104 mm KS, not fin clipped, released alive and in good condition.  Fish responded and recovered well."
241,1186,118641,1999-02-04,2,Day,5,12,ebb,1999-12-30,1999-12-30,8,67,171,13,3,no,1,0.5,NA,NA,3,3,NA,10,4,1,1,0,0,504,4,60,4,1,779,300,2,226,5,"live recapture LB4514, 473mm, released with tag intact.  All fish responded and recovered well"
242,1186,118611,1999-02-04,2,Day,12,7,ebb,1999-12-30,1999-12-30,8,67,171,13,3,no,1,0.5,NA,NA,2,1,NA,10,1,1,1,0,0,504,6,60,4,1,1434,700,2,675,10,Fish responded and recovered well
243,4262,426242,1999-02-05,2,Day,5,12,ebb,1999-12-30,1999-12-30,8.5,51,300,15,3,no,2,0.06,NA,NA,3,1,NA,2,4,2,0,0,0,336,6,60,4,1,1460,1000,1,89,6,"LMB 355mm w/ tag wires but no tag (cut by angler?).  NR0120, 432mm, released at end of site."
244,4110,411041,1999-02-04,2,Day,7,12,ebb,1999-12-30,1999-12-30,8,69,261,10,3,no,1,0.96,NA,NA,3,1,NA,10,4,1,0,0,0,504,6,60,4,1,921,500,2,21,6,Fish responded and recovered well
245,1222,122251,1999-02-08,2,Day,5,12,high,1999-12-30,1999-12-30,9.89999961853027,12,152,83,4,no,1,0.01,NA,NA,4,1,NA,5,5,1,1,3,0,504,5,60,6,1,823,700,3,444,11,Fish responded and recovered well.
246,1222,122241,1999-02-08,2,Day,5,12,high,1999-12-30,1999-12-30,9.89999961853027,12,152,83,4,no,1,1.2,NA,NA,4,0,NA,10,4,1,1,0,0,504,5,60,5,1,432,150,4,292,11,Fish responded and recovered well.
247,1222,122211,1999-02-08,2,Day,12,5,ebb,1999-12-30,1999-12-30,9.80000019073486,12,152,83,4,no,1,1.2,NA,NA,3,0,NA,5,1,1,0,0,0,504,5,60,5,1,413,150,3,183,9,Fish responded and recovered well.
248,4092,409244,1999-02-10,2,Day,12,11,flood,1999-12-30,1999-12-30,8.5,62,278,13,5,no,2,0.43,NA,NA,4,1,NA,10,4,4,0,0,0,336,6,60,4,1,1823,1000,1,5,3,Steelhead (hatchery) returned in good shape.  Racoon (possibly sick) in tules-not woken by boat-alive but slow to leave.  Eric Santos (DWR)-seen very few fish-mostly GSH-in sampling this year-probably using ring nets.  Fish responded and recovered well.
249,5086,508611,1999-02-11,2,Day,12,11,flood,1999-12-30,1999-12-30,8,49,509,9,3,no,1,0.09,NA,NA,2,2,NA,3,1,1,0,1,0,504,6,60,3,1,1320,1000,2,104,6,New rip-rap on east end.  Stake gone-marked rock with flagging tape.  Big tree on northern side of levee marks area of east end.  Fish responded and recovered well.
250,4256,425641,1999-02-11,2,Day,12,11,flood,1999-12-30,1999-12-30,9,70,366,3,2,yes,1,0.03,NA,NA,5,5,NA,3,4,1,0,0,1,336,6,60,4,1,1274,1000,2,92,6,Fishermen on bank-2 groups at only rip-rap on site.  We shocked 100m of emergent to the north and 50m to the south to make up for it.  Fish responded and recovered well.
251,5397,539711,1999-02-17,2,Day,12,5,ebb,1999-12-30,1999-12-30,10,47,193,20,2,no,1,2.49,NA,NA,4,0,NA,1,1,1,0,0,0,504,5,60,4,1,1292,1000,4,108,7,Fish responded and recovered well.  Mirror carp caught.
